opinion	question	dataset
1	Which one is more beneficial, working independently or collaborating with other researchers?	o
1	What are the advantages and disadvantages of doing a postdoc in Singapore and UK?	o
1	which one have more importance to US PhD program ?TOEFL and GRE or publication records	o
1	What's more important in choosing a PhD program, advisor or institution?	o
1	What is the difference between a teaching assistant and an instructor?	o
1	Is it better to negotiate a faculty offer by email or phone?	o
1	Should I take a tutor job or a research job in a company before going to grad school?	o
1	Which is better doing MS in CS from low ranked university versus applying again next year?	o
1	Is it better to have just two good letters of recommendation, or two good letters and one bad letter, if three are expected?	o
1	For PhD admissions is it better to be a first author on a workshop paper or a co-author on a conference paper	o
1	What is the difference between MBA and Masters in a business subject, and which is better for a future researcher?	o
1	What is the difference between research assistantship and teaching assistantship?	o
1	Is it better to repeat a caption or reference an identical caption?	o
1	Why is there less funding or scholarship opportunity for business students compared to other background students?	o
1	"What is the difference between a ""I"" or ""II"" after a job title?"	o
1	Should I be a visiting student rather than a non-degree seeking graduate student?	o
1	"Is it more common to refer to subplots as a ""frame"" or a ""panel""?"	o
1	Are masters programs generally easier to get into than PhD?	o
1	Should I get a BSc at a top-ranked university or a MComp at a lower-ranked university?	o
1	Is it better to do undergraduate research in the summer, or during the school year?	o
1	Which is better, a paper with pedantic vocabularies or a paper easy to read?	o
1	PhD programme dilemma: Doing it in a good faculty with strong supervisor or weaker supervisor but more interesting project?	o
1	Which is better aedium-quality English conference vs. Higher-quality non-English conference	o
1	What are the differences (if any) of the tenure-track job hunt if you're a professor compared to a PhD student	o
1	Is it better to give a poor/unfinished talk at a conference or cancel it?	o
1	Is co-first author or co-corresponding author better for a postdoc's job prospects?	o
1	"What is the distinction between ""graduate school"" and ""professional school""?"	o
1	Is it better to focus on relearning mathematics fundamentals or learn material as needed to understand research papers?	o
1	Which is more important to get into top CS PhD program: High GPA or industry R&D project experience?	o
1	In case of admission of international students, do the US,Canadian universities prefer more on TOEFL than IELTS?	o
1	NOCOLE KIDMAN or ANJELINA JOLIE? whoz is best in all aspects? why?	o
1	WHICH is better Seether or System of a Down?	o
1	Which is bigger for Cleveland: Indian WS or Browns SB?	o
1	Which is better: Quicken or Microsoft Money?	o
1	Which is better sprint ppc 6700 or palmone treo 650?	o
1	who is more adicted for money, sex and power, man or women?	o
1	Would people rather buy art from the artist or a gallery?	o
1	Is it best ot buy or rent a house in Honolulu?	o
1	Should I buy a Dual Opteron or Dual Xeon for use as a MySQL Database Server?	o
1	What do you like better bath or shower?	o
1	Which is better intel or AMD?	o
1	I asked for an IPOD but everyone says some MP3 players are much better... is this true? Which one is better?	o
1	Is it better to buy or lease a car?	o
1	Which is more serious handicap: being blind or being deaf?	o
1	What's better : Yahoo mail or Gmail?	o
1	Is the Apprentice with Donald Trump better than the one with Martha Stewart?	o
1	Which is better player - Winamp or Yahoo! Music Engine?	o
1	Who is better,Mariah or Regine?	o
1	What’s the difference between LOVE and INFATUATION?	o
1	what is the difference between love and friendship?	o
1	what is best?gmail or yahoo? help me please?	o
1	Which is better as an AIM client, AIM Triton or Trillian??	o
1	Which is a better car company benz or bmw?	o
1	is google better than yahoo?	o
1	which came first? the chicken or the egg?	o
1	WOULD YOU RATHER HAVE A DOG THAT BARKS ALL DAY OR A CAT THAT THINKS YOUR A SCRATCH TOY?	o
1	"who is greater ""The Beatles"" or ""The Rolling stones"" ?"	o
1	which movie is better, king kong or cheaper by the dozen2? why or why not?	o
1	Which one is more sour, lemon or lime?	o
1	What game should I buy, 'Urbz' or 'The Sims 2' for game boy advance(GBA)?	o
1	What is better for New Year's Eve?  Go to bar or stay at home ?	o
1	In a professional game, what goes faster - a hockey puck or a lacrosse ball?	o
1	What would you rather do? loose music forever, or movies forever?	o
1	Is it better to lease a car or pay with financing?	o
1	Which is more valuable, freedom or security? Why?	o
1	who is cuter lil bowwow or lil romeo?	o
1	who do you think is more dominant in todays society male, or female?	o
1	Which is better drew brees or ben roethlisberger?	o
1	Which is better Lenovo (IBM) or Dell?	o
1	What is better a Sony Speaker with 1 way or a Kenwood Speaker with 2 ways? Both has same power in watts?	o
1	Should we learn to ski or snowboard this winter?	o
1	who would win in a battle. a squirll or a bird?	o
1	Which is better plasma or LCD and why?	o
1	Have you had more success using eBay or Craigslit when you sell furniture?	o
1	what is better to have loved and lost or to have never loved at all?	o
1	Which rock band is better: The Foo Fighters or the Red Hot Chili Peppers?	o
1	Is Suse really that good? Which is better, Ubuntu or Suse?	o
1	Which is better: BitTorrent or Limewire?	o
1	Are macs really better than PC's?	o
1	Who would win this fight...Bruce Lee or Jackie Chan?	o
1	Which is better and why? DishNetwork or Direct Tv?	o
1	I wonder which is the better part , asking questions or giving answers on this site?	o
1	which is better - apple or orange ?	o
1	What is better: a Honda or a Toyota?	o
1	Which is better?  XM or Sirius  satelite radio?	o
1	Do you prefer getting help from a private math tutor at home or going to a tutorial school ?	o
1	Should I buy the Xbox 360 or wait for the new PlayStation?	o
1	What's better? XSLT or DOM with XPath?	o
1	What's better Family Guy or Simpsons???	o
1	Who is better artist: T.I. or Ludacris?	o
1	Who should I start this weekend: Cadillac Williams or LaMont Jordan?	o
1	Which is better? Rose Bowl or Super Bowl?	o
1	Daybed or Futon which is better?	o
1	Do you think faux finishing is better than wallpaper?	o
1	Who should I trust my boyfriend or my ex.?	o
1	would you rather have great foreplay or great sex?	o
1	Which free email service is better Gmail or Yahoo? And Why?	o
1	which one is better as a thickening agent cornstarch or flour ?	o
1	Which is better New Silverlight app. MVVM. RIA Services vs CSLA	o
1	When would polling for events be better than using observer pattern?	o
1	Is Razor or XSLT better for my project?	o
1	Is it better to develop apps using a platform specific technology or web technologies?	o
1	SLF4J vs LOG4J Which one to prefer?	o
1	Which is better Writing robust code vs. overengineering	o
1	For user defined data, is it better to use a table of tables or dynamically created tables?	o
1	What does SVN do better than Git?	o
1	Is it better to use pre-existing bad practices, or good practices that don't fit well with old code?	o
1	Which is a better practice - helper methods as instance or static?	o
1	Which is better Traditional ASP.Net WebForms vs ASP.Net MVC	o
1	Which is better : Storing/retrieving images on/from SQL server or in a directory on server	o
1	Is it better to return NULL or empty values from functions/methods where the return value is not present?	o
1	Which is better Trial/Free & Full Version VS. Free App + In-app billing?	o
1	Is it better to use preprocessor directive or if(constant) statement?	o
1	Which is better Java Web Frameworks (JSF vs Wicket) Third-party component suites in Wicket?	o
1	In what types of programming environments is Reactive Management better than Proactive Management?	o
1	Is it better to target iOS 5 and ARC or an earlier version with MRC?	o
1	What are the relative advantages of dictionaries versus databases?	o
1	Javascript client - which is likely to be better serverside? WCF or MVC3 controller with restful messages?	o
1	What are graph datastores better at doing than other datastores and why?	o
1	Is it better to use assert or IllegalArgumentException for required method parameters?	o
1	What are the differences between Modularity vs Single class simplicity	o
1	Which one is a better practice a static factory method of the same class or a separate factory class with methods?	o
1	Is it better to build HTML Code string on the server or on the client side?	o
1	Is it better to learn the DOM or jQuery first?	o
1	Is it better to use a Database or a data structure for network stack?	o
1	Is it better to spend resources on a skilled team or good process practice?	o
1	Which is a better design pattern for a database wrapper: Save as you go or Save when you're done?	o
1	Are functional languages better at recursion?	o
1	Is onError handler better than exceptions?	o
1	What does C++ do better than D?	o
1	How to better start learning programming - with imperative or declarative languages?	o
1	Which is better Family Guy or Simpsons?	o
1	Which is better treatment for psoriasis - Raptiva or Enbrel?	o
1	do u think imagination is better than knowledge?	o
1	Is TNA's better than WWE?	o
1	Who likes halo's campaign better than Halo 2's?	o
1	which green day cd do you  think is better?  dookie vs american idiot or other?	o
1	Which is better the ps3 or the xobo360?	o
1	is kelly clarkson better than Mariah carey?	o
1	In your opinion which is a better car, mercedes benz, or BMW?	o
1	What type of camera should one ameateur photographer invest in a, digital camera vs digital slr?	o
1	Is Yahoo! Maps better than Google Maps? Why?	o
1	Which is a better IM client? Miranda or Gaim? Are both portable on flash?	o
1	is royal caribbean better than carnival?	o
1	what is better for lower back pain chiropractic therapy or physical therapy?	o
1	who is better yahoo or google? why?	o
1	What is the difference between All Wheel drive and 4 Wheel Drive,and what's better for driving in snow?	o
1	Is Intel Better or AMD ?	o
1	Is a Nevada corporation really that much better than a colorado or utah corporation?	o
1	Which is better ff7 or ff10?	o
1	What makes free downloadable browsers better than Internet Explorer?	o
1	when pregnant which is better second hand smoke or first hand?	o
1	Which is better Rock or Rap?	o
1	who is a better director, Tsui Hark or Ang Lee?	o
1	Who was better this year...ashlee simpson, or paris hilton???	o
8	how much protein should i take per day for working out	m
8	how many times a day should i take amoxicillin for uti	m
8	how long should i stay in the philippines to prevent fees	m
8	how much otezla should i be taking a day	m
8	what age should i get colonoscopy with family history	m
8	what antibiotic is recommended for severe bronchitis	m
8	what are advantages of newspaper	m
8	what are benefits of firm mattress	m
8	what are benefits of using ethylene gas	m
8	what are common drugs for mumps	m
8	what are different uses for crispr?	m
8	what are some disadvantages of using oil	m
8	what are the advantage of trash energy	m
8	what are the advantages and disadvantages of using humor in advertising?	m
8	what are the advantages of a car title loan	m
